Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Size,Store_Location,Sales_in_2020,Sales_in_2021,Sales_in_2022,Sales_in_2023,Sales_in_2024
ITEM_236,10.61544725,Ultra Low Fat,0.020634197,Frozen Foods,156.8897359,Medium,tier-2,819,910,822,723,760
ITEM_237,5.486319329,Low Fat,0.108616755,Others,286.5822525,High,tier-2,1491,1146,1394,1539,1810
ITEM_238,17.90944592,Regular,0.280614678,Breakfast,115.242212,Small,tier-2,671,792,774,827,775
ITEM_239,8.542213588,Regular,0.258776772,Frozen Foods,206.8430302,High,tier-2,1029,1079,999,1129,1225
ITEM_240,23.80917169,Low Fat,0.085662881,Seafood,202.8444847,Small,tier-1,1203,1063,912,797,735
ITEM_241,24.07857154,Regular,0.047117665,Meat,120.3936805,Medium,tier-2,768,673,652,861,932
ITEM_242,23.2972878,Ultra Low Fat,0.134726387,Canned,152.9219061,Medium,tier-2,978,913,696,627,565
ITEM_243,12.40317401,Low Fat,0.106749114,Baking Goods,141.3684049,Medium,tier-1,755,691,671,628,635
ITEM_244,5.309132331,Low Fat,0.204667913,Fruits and Vegetables,93.12476501,Medium,tier-1,536,551,548,510,552
ITEM_245,23.56637125,Low Fat,0.289930443,Canned,169.3238032,Small,tier-2,1044,974,1029,1093,1140
ITEM_246,13.56368297,Regular,0.108900435,Baking Goods,146.6655633,Small,tier-2,919,944,894,918,916
ITEM_247,24.33309638,Regular,0.018667252,Frozen Foods,94.57934002,Medium,tier-2,549,540,482,470,483
ITEM_248,24.27239954,Ultra Low Fat,0.269284203,Breakfast,162.4700114,Medium,tier-1,848,934,943,1086,1138
ITEM_249,22.06018911,Ultra Low Fat,0.011384919,Snack Foods,155.4609921,Small,tier-3,970,961,1037,1119,1032
ITEM_250,10.88897784,Low Fat,0.285829769,Health and Hygiene,82.84141941,High,tier-3,472,395,404,384,312
ITEM_251,12.70195457,Ultra Low Fat,0.199373828,Dairy,82.79688548,Medium,tier-3,542,483,385,345,301
ITEM_252,22.02273343,Regular,0.282506763,Canned,211.876845,Small,tier-3,1183,1250,1342,1492,1475
ITEM_253,11.3384401,Ultra Low Fat,0.059897906,Household,226.6452012,Medium,tier-3,1216,1396,1597,1447,1677
ITEM_254,8.389854934,Regular,0.012209939,Canned,285.295105,Small,tier-2,1462,1524,1671,1779,1485
ITEM_255,16.13602525,Ultra Low Fat,0.146462993,Others,71.75117262,Medium,tier-3,509,615,693,528,460
ITEM_256,23.72309548,Regular,0.135187024,Dairy,79.46537309,Medium,tier-2,427,342,379,378,442
ITEM_257,18.92059593,Regular,0.099447682,Others,62.95453212,High,tier-1,337,342,342,395,396
ITEM_258,16.4012234,Ultra Low Fat,0.287296942,Frozen Foods,183.0571077,High,tier-1,1011,856,840,882,804
ITEM_259,6.943529875,Ultra Low Fat,0.24677512,Baking Goods,205.6866536,High,tier-3,1055,1122,1190,1388,1368
ITEM_260,17.30014453,Regular,0.198474606,Snack Foods,150.880863,High,tier-1,868,981,1008,957,900
ITEM_261,24.801077,Low Fat,0.048857487,Household,249.4755552,Medium,tier-2,1421,1217,1301,1335,1282
ITEM_262,7.801680305,Ultra Low Fat,0.220297022,Others,221.674859,Medium,tier-3,1256,1389,1304,1282,1315
ITEM_263,15.36659305,Regular,0.218103736,Frozen Foods,296.4601052,High,tier-3,1663,1975,1956,1965,1924
ITEM_264,22.54746144,Ultra Low Fat,0.127520452,Fruits and Vegetables,84.47374582,High,tier-2,559,510,535,486,512
ITEM_265,19.81537236,Ultra Low Fat,0.277435773,Health and Hygiene,64.57891609,Medium,tier-2,402,471,485,487,449
ITEM_266,18.94031482,Ultra Low Fat,0.050093365,Meat,118.7009264,Small,tier-2,626,573,471,459,486
ITEM_267,19.04968168,Ultra Low Fat,0.080201269,Snack Foods,54.76254883,High,tier-3,314,320,368,350,340
ITEM_268,12.18982302,Ultra Low Fat,0.018967302,Health and Hygiene,283.152857,Small,tier-1,1550,1952,2303,2176,2505
ITEM_269,10.87183689,Low Fat,0.238635287,Household,125.9879147,Medium,tier-1,762,724,694,667,737
ITEM_270,21.18722311,Low Fat,0.186527816,Canned,188.1075417,Small,tier-1,1001,972,916,1004,1083
ITEM_271,21.20226789,Low Fat,0.094482092,Baking Goods,129.5174082,High,tier-1,735,732,689,703,706
ITEM_272,22.34144637,Regular,0.049144099,Soft Drinks,111.4521555,High,tier-3,689,661,648,633,602
ITEM_273,23.26481105,Low Fat,0.012044331,Dairy,88.09118099,High,tier-2,517,612,608,637,587
ITEM_274,15.22684798,Low Fat,0.050023671,Snack Foods,130.0914801,High,tier-1,839,852,801,834,775
ITEM_275,15.03032589,Regular,0.135985394,Household,203.8547326,High,tier-3,1131,1342,1604,1576,1681
ITEM_276,20.96590358,Low Fat,0.074153091,Soft Drinks,292.9052999,Medium,tier-3,1600,1760,1812,1599,1552
ITEM_277,17.99927862,Ultra Low Fat,0.077694653,Health and Hygiene,189.5230101,Small,tier-1,1042,922,994,754,825
ITEM_278,19.03933755,Low Fat,0.26267291,Baking Goods,183.1772665,Medium,tier-2,1031,1127,1241,1458,1477
ITEM_279,20.91585339,Low Fat,0.154541302,Canned,58.81575453,Medium,tier-2,315,311,349,344,326
ITEM_280,22.80010684,Low Fat,0.218775592,Breakfast,260.0247539,Medium,tier-3,1394,1403,1502,1371,1355
ITEM_281,11.75990314,Ultra Low Fat,0.010713285,Canned,61.21034375,Small,tier-2,367,437,431,396,395
ITEM_282,12.51165905,Ultra Low Fat,0.109549007,Fruits and Vegetables,276.5580685,Small,tier-3,1606,1527,1522,1661,1636
ITEM_283,6.879638797,Ultra Low Fat,0.143750804,Baking Goods,184.6679313,Medium,tier-2,1028,1023,1112,1340,1182
ITEM_284,16.56560282,Ultra Low Fat,0.055925057,Seafood,92.11665131,Small,tier-1,550,641,712,783,764
ITEM_285,5.718845476,Regular,0.036057462,Meat,162.926848,Medium,tier-2,933,920,782,717,722
ITEM_286,14.31196036,Ultra Low Fat,0.261091134,Soft Drinks,298.7461202,Medium,tier-1,1604,1655,1881,2198,2061
ITEM_287,15.85289269,Ultra Low Fat,0.281829488,Others,126.270713,High,tier-1,725,703,867,1026,1029
ITEM_288,10.73082504,Ultra Low Fat,0.023642009,Frozen Foods,117.3649421,Small,tier-3,719,699,667,535,550
ITEM_289,16.81666521,Ultra Low Fat,0.104705614,Fruits and Vegetables,79.50147376,High,tier-1,524,491,491,573,606
ITEM_290,5.610004999,Regular,0.287485688,Breakfast,199.2855872,Medium,tier-3,1094,951,1055,959,961
ITEM_291,5.746963775,Low Fat,0.02494852,Seafood,72.30674975,Medium,tier-1,536,502,442,455,416
ITEM_292,21.45201121,Low Fat,0.193092412,Baking Goods,241.502016,Medium,tier-1,1224,1265,1329,1569,1427
ITEM_293,12.20381283,Ultra Low Fat,0.291666411,Household,279.8058786,High,tier-1,1471,1329,1382,1258,1385
ITEM_294,7.541210253,Ultra Low Fat,0.293467101,Baking Goods,282.9677778,High,tier-2,1489,1453,1210,1306,1380
ITEM_295,15.4448652,Ultra Low Fat,0.141366999,Meat,76.97906322,Medium,tier-2,480,530,456,499,449
ITEM_296,20.39987106,Low Fat,0.048824732,Baking Goods,189.5656493,High,tier-1,1032,1040,1256,1306,1243
ITEM_297,9.31642055,Low Fat,0.060625294,Soft Drinks,74.27746373,Medium,tier-3,443,541,566,500,569
ITEM_298,17.45780952,Ultra Low Fat,0.266880419,Baking Goods,193.0040354,Medium,tier-1,1121,1192,1226,1249,1145
ITEM_299,6.7069493,Low Fat,0.273504901,Baking Goods,253.7451463,High,tier-3,1313,1069,1242,1142,1497
ITEM_300,6.033634423,Regular,0.182363893,Health and Hygiene,184.4475406,Small,tier-1,1042,939,1091,1169,1229
ITEM_301,15.62709263,Ultra Low Fat,0.22985292,Breakfast,268.0134565,Medium,tier-1,1409,1069,939,1066,1097
ITEM_302,15.81270243,Ultra Low Fat,0.221979375,Seafood,250.4185887,Medium,tier-3,1366,1337,1274,1464,1602
ITEM_303,17.74859803,Regular,0.198546479,Frozen Foods,119.1370875,High,tier-3,757,862,845,948,892
ITEM_304,19.52182667,Regular,0.248183086,Breakfast,207.5255707,High,tier-2,973,996,1046,855,945
ITEM_305,24.51704159,Low Fat,0.205621987,Dairy,51.85303162,High,tier-3,313,290,268,233,250
ITEM_306,15.32600697,Regular,0.160200692,Seafood,149.010479,Medium,tier-1,800,932,1137,974,1015
ITEM_307,11.45912946,Ultra Low Fat,0.071086909,Seafood,109.4900419,Small,tier-3,638,583,465,453,475
ITEM_308,20.9037239,Low Fat,0.223166443,Soft Drinks,284.2790865,Small,tier-2,1562,1672,1405,1532,1825
ITEM_309,10.41664503,Regular,0.14203136,Dairy,151.3472529,Small,tier-1,945,875,838,829,923
ITEM_310,13.77942841,Low Fat,0.088437505,Health and Hygiene,213.5161071,Medium,tier-1,1210,1263,1292,1219,1140
ITEM_311,6.569127627,Low Fat,0.240583883,Fruits and Vegetables,232.9954023,High,tier-1,1253,1194,1476,1222,1153
ITEM_312,5.507014868,Low Fat,0.20901408,Others,243.3031347,Small,tier-3,1286,1138,1177,1323,1451
ITEM_313,24.25296829,Low Fat,0.281201869,Meat,233.943798,Small,tier-1,1339,1125,1163,1241,1251
ITEM_314,21.71960241,Regular,0.049632492,Frozen Foods,122.2912652,Small,tier-1,636,667,727,758,776
ITEM_315,18.91948412,Ultra Low Fat,0.194756785,Meat,221.5169242,Medium,tier-3,1223,1330,1340,1256,1231
ITEM_316,13.17905889,Ultra Low Fat,0.07327184,Health and Hygiene,187.2523706,High,tier-1,1094,1156,1136,1182,1134
ITEM_317,8.465886401,Regular,0.271074896,Soft Drinks,199.3431662,High,tier-3,1076,1079,1025,966,1022
ITEM_318,8.128740853,Ultra Low Fat,0.029849824,Snack Foods,50.20365433,High,tier-3,366,306,307,305,310
ITEM_319,10.00485796,Low Fat,0.196848542,Frozen Foods,114.5644002,High,tier-2,601,608,692,750,659
ITEM_320,15.98453329,Low Fat,0.237325716,Others,282.6709242,Small,tier-1,1533,1554,1513,1332,1256
ITEM_321,19.29191845,Low Fat,0.106475352,Frozen Foods,122.5190208,High,tier-3,713,857,847,858,947
ITEM_322,18.20394753,Regular,0.286241424,Health and Hygiene,159.5038806,Small,tier-2,918,876,838,949,920
ITEM_323,10.59867794,Low Fat,0.255219205,Fruits and Vegetables,96.66849555,Medium,tier-3,555,534,528,632,625
ITEM_324,24.09730561,Low Fat,0.08838549,Household,84.65063798,Medium,tier-1,465,476,499,440,495
ITEM_325,19.75793833,Regular,0.002262328,Baking Goods,102.1672422,Medium,tier-2,665,661,591,601,623
ITEM_326,16.08708105,Low Fat,0.088997153,Canned,188.4118322,High,tier-3,1096,1086,1168,1098,1100
ITEM_327,17.23441492,Low Fat,0.084393141,Canned,279.7571628,High,tier-2,1525,1347,1372,1566,1328
ITEM_328,13.39200125,Ultra Low Fat,0.266989382,Meat,131.549795,Small,tier-1,772,804,859,763,798
ITEM_329,9.95461979,Regular,0.290136353,Baking Goods,130.8519881,High,tier-3,628,617,661,706,636
ITEM_330,12.11945357,Low Fat,0.021131996,Household,191.0351467,Medium,tier-1,1115,969,893,711,752
ITEM_331,20.15692221,Low Fat,0.141388449,Snack Foods,139.1856794,High,tier-3,816,769,740,782,635
ITEM_332,5.287869773,Low Fat,0.1644996,Meat,277.604012,Small,tier-2,1548,1361,1195,1303,1153
ITEM_333,7.32145281,Low Fat,0.027873498,Frozen Foods,144.4620107,Medium,tier-1,762,756,715,672,692
ITEM_334,5.92005284,Ultra Low Fat,0.113249313,Dairy,172.6105631,Medium,tier-2,993,1135,1100,859,968
ITEM_335,5.814576046,Ultra Low Fat,0.095124725,Breakfast,183.347321,Small,tier-3,1044,967,1134,1252,983
ITEM_336,22.10921168,Ultra Low Fat,0.160816906,Canned,245.5169488,Medium,tier-3,1153,1143,1223,987,1016
ITEM_337,19.07315719,Ultra Low Fat,0.19835727,Meat,190.9764849,Small,tier-1,1046,1047,923,747,773
ITEM_338,14.48347658,Regular,0.211045533,Canned,109.788775,Small,tier-1,644,732,646,675,749
ITEM_339,6.956683213,Low Fat,0.041026507,Health and Hygiene,80.99680166,High,tier-3,455,455,562,610,652
ITEM_340,14.8323175,Ultra Low Fat,0.243884311,Snack Foods,284.4436367,Medium,tier-2,1541,1356,1398,1417,1331
ITEM_341,14.46943542,Low Fat,0.203562609,Snack Foods,250.3907487,High,tier-3,1359,1704,1430,1164,1037
ITEM_342,8.464037398,Regular,0.266722475,Dairy,55.74130257,High,tier-2,340,376,347,283,256
ITEM_343,13.67703298,Low Fat,0.134800818,Soft Drinks,255.3822461,Small,tier-1,1347,1026,867,857,685
ITEM_344,12.97009469,Low Fat,0.268166929,Snack Foods,197.6494485,Small,tier-2,999,1027,1013,1165,1036
ITEM_345,17.31700196,Ultra Low Fat,0.259732237,Frozen Foods,179.7235588,High,tier-3,1015,1124,1142,1299,1540
ITEM_346,17.70187302,Ultra Low Fat,0.1315228,Health and Hygiene,53.05729476,Small,tier-2,378,380,429,433,536
ITEM_347,5.906080195,Regular,0.114342995,Seafood,245.2160141,Medium,tier-1,1317,1367,1193,1145,1043
ITEM_348,12.49225229,Low Fat,0.279843604,Seafood,99.51625356,Medium,tier-2,578,576,542,436,426
ITEM_349,17.51719831,Ultra Low Fat,0.21454942,Fruits and Vegetables,231.9953033,High,tier-3,1292,1233,1275,1222,1386
ITEM_350,15.06272517,Ultra Low Fat,0.278473604,Meat,53.96706184,Medium,tier-3,371,324,347,317,298
ITEM_351,22.12979682,Ultra Low Fat,0.239092434,Frozen Foods,249.0884124,High,tier-2,1381,1324,1476,1657,2023
ITEM_352,18.17387263,Regular,0.182789232,Baking Goods,55.75986709,Medium,tier-3,385,295,240,241,273
ITEM_353,8.258688542,Low Fat,0.034755833,Breakfast,108.973226,Small,tier-1,690,813,829,784,798
ITEM_354,6.411374948,Ultra Low Fat,0.087444202,Fruits and Vegetables,117.0695531,Medium,tier-2,726,728,764,743,763
ITEM_355,17.84838556,Low Fat,0.290652722,Frozen Foods,89.37715953,Small,tier-2,588,512,555,550,620
ITEM_356,5.530226211,Regular,0.09582663,Baking Goods,170.264549,High,tier-2,919,922,917,956,957
ITEM_357,16.71551163,Low Fat,0.027976461,Canned,120.9219899,Medium,tier-3,737,831,872,1004,847
ITEM_358,23.80460483,Ultra Low Fat,0.212266007,Others,298.3219939,Small,tier-2,1587,1696,1943,1749,1710
ITEM_359,16.50948356,Low Fat,0.220201276,Canned,194.9921983,Small,tier-2,1064,952,938,769,876
ITEM_360,12.76339852,Low Fat,0.085637316,Canned,191.6194563,High,tier-2,1032,995,1009,896,872
ITEM_361,17.86576437,Regular,0.089301594,Dairy,105.2174075,High,tier-2,641,696,692,674,715
ITEM_362,14.16505781,Regular,0.140667896,Health and Hygiene,152.1723597,Medium,tier-1,760,705,681,647,632
ITEM_363,15.91233579,Low Fat,0.006536685,Seafood,80.99449859,Medium,tier-3,522,541,469,415,464
ITEM_364,23.82929618,Low Fat,0.236796903,Meat,240.6323131,Medium,tier-1,1315,1242,1200,1519,1567
ITEM_365,12.72205276,Low Fat,0.095126636,Seafood,132.7898115,Small,tier-2,815,808,865,961,1075
ITEM_366,24.22381128,Regular,0.256128931,Dairy,237.9914583,High,tier-3,1291,1439,1531,1410,1403
ITEM_367,23.10701284,Regular,0.240789126,Snack Foods,142.924,Medium,tier-2,878,822,816,815,888
ITEM_368,8.915822696,Low Fat,0.19842061,Snack Foods,297.18931,Medium,tier-1,1562,1301,1302,1409,1328
ITEM_369,6.387226018,Regular,0.09746246,Snack Foods,92.78040556,Small,tier-2,536,657,540,571,607
ITEM_370,7.015560028,Ultra Low Fat,0.154894968,Health and Hygiene,50.38097347,Medium,tier-1,428,415,461,471,509
ITEM_371,5.364436513,Regular,0.133448777,Dairy,198.7063853,Small,tier-1,1062,1097,876,799,904
ITEM_372,6.888859215,Regular,0.101664566,Dairy,288.2383,Small,tier-3,1428,1729,1502,1605,1572
ITEM_373,18.66013547,Regular,0.254440887,Fruits and Vegetables,211.7635137,High,tier-2,1234,1302,1303,1382,1366
ITEM_374,6.423772969,Ultra Low Fat,0.145052122,Dairy,71.43088069,Small,tier-2,538,534,565,567,486
ITEM_375,11.37951261,Ultra Low Fat,0.249816929,Baking Goods,185.1200956,High,tier-2,1012,1016,1168,1112,1239
ITEM_376,21.89750622,Ultra Low Fat,0.031565542,Snack Foods,277.371734,Small,tier-3,1483,1770,1942,1946,1669
ITEM_377,5.465438715,Low Fat,0.042307437,Dairy,51.62651697,High,tier-1,332,362,388,387,287
ITEM_378,21.28936965,Low Fat,0.293196092,Breakfast,91.72805321,Small,tier-3,646,615,642,487,489
ITEM_379,10.6370955,Ultra Low Fat,0.176330539,Health and Hygiene,253.640389,Medium,tier-3,1441,1573,1143,1028,969
ITEM_380,7.363296552,Low Fat,0.152930902,Seafood,273.4767766,High,tier-1,1437,1355,1418,1334,1466
ITEM_381,18.93474331,Low Fat,0.156946819,Meat,226.7901552,High,tier-2,1238,1272,1410,1330,1457
ITEM_382,17.57885694,Low Fat,0.064580632,Snack Foods,297.8900409,Small,tier-1,1678,1795,1525,1324,1056
ITEM_383,22.54944027,Ultra Low Fat,0.215611185,Soft Drinks,72.5539824,Medium,tier-1,561,521,531,447,489
ITEM_384,19.70142088,Regular,0.025434187,Baking Goods,186.419129,Medium,tier-1,1052,1004,846,846,756
ITEM_385,21.06961861,Ultra Low Fat,0.171997114,Soft Drinks,221.2486807,High,tier-2,1231,1166,1256,1373,1418
ITEM_386,10.64069145,Ultra Low Fat,0.171230639,Snack Foods,225.6611801,Medium,tier-1,1227,1079,976,899,1074
ITEM_387,8.548790876,Low Fat,0.274256527,Breakfast,248.3711538,Medium,tier-3,1312,1321,1635,1754,1713
ITEM_388,20.01229503,Low Fat,0.157854843,Fruits and Vegetables,279.4065113,Small,tier-1,1530,1519,1651,1607,1718
ITEM_389,21.13669479,Regular,0.041118809,Health and Hygiene,140.4103614,Medium,tier-1,887,913,929,1030,1057
ITEM_390,24.81010284,Regular,0.171825978,Seafood,60.7408482,Medium,tier-3,362,377,378,390,376
ITEM_391,13.25235354,Regular,0.027398293,Meat,140.6104786,Medium,tier-2,819,777,839,806,791
ITEM_392,12.44036172,Regular,0.061138151,Meat,217.9036908,Medium,tier-3,1203,1303,1393,1732,1567
ITEM_393,20.52825921,Ultra Low Fat,0.009332575,Snack Foods,103.3640218,Small,tier-2,556,563,580,555,537
ITEM_394,11.81607081,Regular,0.153988075,Dairy,252.4932379,Small,tier-2,1368,1168,1037,1051,1178
ITEM_395,23.61514651,Ultra Low Fat,0.025359785,Seafood,104.9411144,Medium,tier-2,623,644,694,750,792
ITEM_396,22.16825504,Low Fat,0.140818314,Fruits and Vegetables,52.5158506,Small,tier-2,345,322,305,279,292
ITEM_397,13.57988055,Regular,0.279883511,Breakfast,177.0201936,High,tier-3,1056,772,652,570,675
ITEM_398,20.01742136,Low Fat,0.215928424,Health and Hygiene,231.6153929,Small,tier-2,1240,1464,1448,1492,1697
ITEM_399,20.09085748,Low Fat,0.023223502,Snack Foods,137.4138351,Small,tier-3,748,607,583,603,606
ITEM_400,7.062477377,Ultra Low Fat,0.067262944,Dairy,237.2239499,Small,tier-1,1326,1202,1231,1158,1000
ITEM_401,23.05105813,Regular,0.202098726,Others,159.6010835,High,tier-3,915,891,867,900,849
ITEM_402,15.10504745,Ultra Low Fat,0.268410558,Snack Foods,92.92865433,High,tier-1,570,578,545,578,484
ITEM_403,21.52914932,Low Fat,0.009875576,Fruits and Vegetables,72.63959845,High,tier-3,505,515,541,491,479
ITEM_404,11.40099202,Regular,0.24373534,Health and Hygiene,227.6467912,Small,tier-1,1234,1190,1256,1377,1599
ITEM_405,22.91046457,Low Fat,0.168544164,Baking Goods,146.4286969,High,tier-3,820,686,570,512,448
ITEM_406,12.78403357,Low Fat,0.163827398,Snack Foods,278.193442,High,tier-3,1457,1521,1480,1594,1680
ITEM_407,5.21675303,Regular,0.287343955,Dairy,185.0637646,Small,tier-3,1069,956,972,1136,1046
ITEM_408,23.10763953,Regular,0.224293384,Others,137.1081046,Medium,tier-3,859,906,827,856,835
ITEM_409,6.825733536,Regular,0.25503566,Breakfast,137.2477317,Small,tier-1,904,958,1000,942,1021
ITEM_410,11.38627275,Ultra Low Fat,0.106198671,Household,82.85946611,Small,tier-2,553,556,557,621,513
ITEM_411,24.00123934,Ultra Low Fat,0.166309212,Others,198.4472884,Small,tier-3,1184,1058,1040,1045,1114
ITEM_412,24.01214294,Low Fat,0.184621703,Household,195.5417839,Medium,tier-1,1049,1000,931,948,943
ITEM_413,16.46875776,Regular,0.096475182,Household,249.998423,Small,tier-3,1311,1549,1488,1658,1614
ITEM_414,17.63674424,Low Fat,0.171074437,Breakfast,100.2992406,Small,tier-2,545,537,595,728,698
ITEM_415,13.96891044,Low Fat,0.070996614,Dairy,122.6974106,Medium,tier-1,719,607,690,745,762
ITEM_416,10.86421543,Low Fat,0.043012701,Fruits and Vegetables,74.30949227,Small,tier-1,460,492,452,474,515
ITEM_417,11.57329091,Low Fat,0.112191078,Fruits and Vegetables,123.8355506,Small,tier-1,808,751,738,686,671
ITEM_418,18.45036912,Low Fat,0.221786889,Health and Hygiene,157.0255289,Small,tier-3,867,970,877,890,931
ITEM_419,20.04749059,Regular,0.274856144,Canned,291.0071015,Medium,tier-3,1540,1177,1167,1279,1463
ITEM_420,20.83158087,Ultra Low Fat,0.137314215,Household,213.2665007,Small,tier-2,1212,1247,1279,1300,1282
ITEM_421,20.79236286,Regular,0.192847106,Meat,245.7184824,Medium,tier-2,1387,1662,1673,1960,1693
ITEM_422,6.824122061,Regular,0.030911139,Canned,131.3774713,Medium,tier-3,789,850,626,750,807
ITEM_423,14.88840609,Regular,0.271339128,Frozen Foods,86.1282032,High,tier-3,570,610,684,793,941
ITEM_424,6.1511752,Ultra Low Fat,0.170581264,Household,114.1799855,Small,tier-1,713,656,624,677,699
ITEM_425,15.99057765,Ultra Low Fat,0.234101474,Meat,114.1169227,Small,tier-3,771,692,607,560,541
ITEM_426,13.83061003,Ultra Low Fat,0.23833236,Fruits and Vegetables,195.7788321,High,tier-1,988,940,861,804,772
ITEM_427,22.75408366,Regular,0.076944158,Meat,135.3677831,High,tier-2,750,792,876,865,814
ITEM_428,12.01830025,Ultra Low Fat,0.158752336,Canned,264.3497161,Small,tier-3,1502,1465,1569,1402,1334
ITEM_429,7.341340329,Low Fat,0.288143925,Baking Goods,297.1361298,Small,tier-2,1583,1330,1323,1317,1238
ITEM_430,7.859833641,Ultra Low Fat,0.026890363,Snack Foods,135.8246013,High,tier-3,822,878,872,828,913
ITEM_431,20.23021263,Regular,0.204914969,Soft Drinks,226.2650684,Small,tier-3,1110,1116,975,1020,1064
ITEM_432,17.36436127,Regular,0.288679223,Household,214.3716455,Small,tier-1,1134,1179,1297,1253,1038
ITEM_433,7.022453522,Low Fat,0.090173132,Fruits and Vegetables,98.61562193,Small,tier-3,504,485,530,567,593
ITEM_434,6.682136122,Ultra Low Fat,0.258434376,Health and Hygiene,279.5021487,High,tier-2,1462,1472,1663,1487,1298
ITEM_435,19.01938263,Ultra Low Fat,0.280097264,Others,99.8606468,High,tier-3,580,613,626,537,547
ITEM_436,6.455260127,Low Fat,0.224125863,Household,234.2392829,Medium,tier-2,1285,1228,1375,1336,1387
ITEM_437,21.43720119,Regular,0.069398494,Dairy,136.9024106,Medium,tier-3,852,774,704,768,834
ITEM_438,19.12484454,Regular,0.100200216,Canned,141.7703918,Small,tier-2,846,729,734,767,825
ITEM_439,6.626975613,Ultra Low Fat,0.010742788,Fruits and Vegetables,163.8622632,Small,tier-2,954,948,1036,1043,1103
